Nr.p.k.,Norise,Iestāde,Pašvaldība,Punkti Lasīšana,Procenti Lasīšana,Punkti Klausīšanās,Procenti Klausīšanās,Punkti Rakstīšana,Procenti Rakstīšana,Punkti Runāšana,Procenti Runāšana,Punkti kopā,Procenti kopā,Tips,Urbanizācija
2592,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Privātā vidusskola Ādažu Brīvā Valdorfa skola,Ādažu novads,"18,0000",72,"17,0000",68,"13,7500",55,"23,0000",92,"71,7500",71,vidusskola,Novadu pilsētas
2593,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Privātā vidusskola Ādažu Brīvā Valdorfa skola,Ādažu novads,"13,0000",52,"19,0000",76,"14,3750",57,"21,0000",84,"67,3750",67,vidusskola,Novadu pilsētas
2594,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Privātā vidusskola Ādažu Brīvā Valdorfa skola,Ādažu novads,"17,0000",68,"15,0000",60,"17,5000",70,"19,0000",76,"68,5000",68,vidusskola,Novadu pilsētas
2595,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Privātā vidusskola Ādažu Brīvā Valdorfa skola,Ādažu novads,"13,0000",52,"11,0000",44,"11,2500",45,"16,0000",64,"51,2500",51,vidusskola,Novadu pilsētas
2596,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Privātā vidusskola Ādažu Brīvā Valdorfa skola,Ādažu novads,"10,0000",40,"8,0000",32,"16,2500",65,"19,0000",76,"53,2500",53,vidusskola,Novadu pilsētas
2597,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Privātskola ""Latreia""",Rīga,"12,0000",48,"11,0000",44,"11,2500",45,"25,0000",100,"59,2500",59,vidusskola,Rīga
2598,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Privātskola ""Latreia""",Rīga,"14,0000",56,"12,0000",48,"15,6250",62,"25,0000",100,"66,6250",66,vidusskola,Rīga
2599,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Privātskola ""Latreia""",Rīga,"4,0000",16,"6,0000",24,"13,1250",52,"21,0000",84,"44,1250",44,vidusskola,Rīga
2600,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Privātskola ""Latreia""",Rīga,"4,0000",16,"3,0000",12,"6,8750",27,"17,0000",68,"30,8750",30,vidusskola,Rīga
2601,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Privātskola ""Latreia""",Rīga,"15,0000",60,"6,0000",24,"20,0000",80,"18,0000",72,"59,0000",59,vidusskola,Rīga
